codi,nom,slug,coordenades.latitud,coordenades.longitud,comarca.codi,comarca.nom
171812,Santa Cristina d'Aro,,41.81207252000006,2.996898049000029,10,Baix Empordà
081944,Sant Adrià de Besòs,,41.430067424000065,2.2177874080000395,13,Barcelonès
082460,Santa Eugènia de Berga,,41.900358529000066,2.283148117000044,24,Osona
082476,Santa Eulàlia de Riuprimer,,41.91088984600002,2.188605637000013,24,Osona
082482,Santa Eulàlia de Ronçana,,41.65234558400003,2.229205451000032,41,Vallès Oriental
082495,Santa Fe del Penedès,,41.38445001400004,1.721265847000007,3,Alt Penedès
081957,Sant Agustí de Lluçanès,,42.085605004000044,2.1267891350000134,24,Osona
171827,Santa Llogaia d'Àlguema,,42.23400498900002,2.953125695000031,2,Alt Empordà
082508,Santa Margarida de Montbui,,41.573827721000036,1.6080659019999684,6,Anoia
082515,Santa Margarida i els Monjos,,41.321375174000025,1.663058722000031,3,Alt Penedès
082536,Santa Maria de Besora,,42.12772104100002,2.2576774070000645,24,Osona
082567,Santa Maria de Martorelles,,41.51957597300002,2.2533492070000323,41,Vallès Oriental
082554,Santa Maria de Merlès,,42.000962640000054,1.978376645000012,14,Berguedà
082573,Santa Maria de Miralles,,41.518035348000055,1.5254436579999533,6,Anoia
082592,Santa Maria de Palautordera,,41.69298713800003,2.446096480000042,41,Vallès Oriental
082589,Santa Maria d'Oló,,41.872175795000025,2.0355717600000274,42,Moianès
081960,Sant Andreu de la Barca,,41.449999658000024,1.9714036040000313,11,Baix Llobregat
081976,Sant Andreu de Llavaneres,,41.57445866700004,2.4833472040000313,21,Maresme
171576,Sant Andreu Salou,,41.87335924800005,2.825520191000058,20,Gironès
171833,Sant Aniol de Finestres,,42.06286032200007,2.6144309850000607,19,Garrotxa
081982,Sant Antoni de Vilamajor,,41.67356955800005,2.4006605720000405,41,Vallès Oriental
431401,Santa Oliva,,41.25348147600004,1.5494419739999767,12,Baix Penedès
171848,Santa Pau,,42.14486776300002,2.5696889740000213,19,Garrotxa
082606,Santa Perpètua de Mogoda,,41.534575830000044,2.183444726000052,40,Vallès Occidental
082613,Santa Susanna,,41.63550377100006,2.7070687240000577,21,Maresme
